,date_crawled,car_name,price_EUR,ab_test,vehicle_type,registration_year,transmission,power_ps,model,odometer_km,registration_month,fuel_type,brand,unrepaired_damage,ad_created,postal_code,last_seen
197,3/30/2016 12:40,Volkswagen_Polo_60_6N_1.4_Bastlerfahrzeug,500,control,kleinwagen,1999,manuell,60,polo,150000,3,benzin,volkswagen,ja,3/30/2016 0:00,8066,4/7/2016 3:15
199,3/16/2016 21:37,C_200_kombi,850,control,kombi,1996,manuell,136,c_klasse,150000,6,Unknown,mercedes_benz,nein,3/16/2016 0:00,40595,3/17/2016 0:41
200,3/25/2016 7:37,Mercedes_C_200_Benzin__TÜV_Neu__1680000_km__Technisch_Super_Zust.,1999,test,limousine,1995,manuell,136,c_klasse,150000,6,benzin,mercedes_benz,nein,3/25/2016 0:00,81671,4/6/2016 7:46
201,3/23/2016 17:37,Mitsubishi_Pajero_3.2_DI_D,8500,control,suv,2004,automatik,140,pajero,150000,4,diesel,mitsubishi,nein,3/23/2016 0:00,98593,4/5/2016 21:44
203,3/28/2016 9:51,Chrysler_Le_Baron_2.5,2000,control,cabrio,1990,automatik,101,andere,150000,2,benzin,chrysler,nein,3/28/2016 0:00,6217,3/28/2016 10:43
205,3/27/2016 23:51,Mercedes_Benz_B_180_CDI_DPF_Autotronic,5400,test,bus,2005,automatik,109,b_klasse,150000,11,diesel,mercedes_benz,nein,3/27/2016 0:00,22607,3/29/2016 21:17
206,3/29/2016 14:06,MINI_Mini_One,2800,control,kleinwagen,2004,manuell,90,one,150000,2,benzin,mini,nein,3/29/2016 0:00,35625,3/30/2016 22:29
207,3/26/2016 1:36,Audi_A8_4.0_TDI_quattro,10650,control,limousine,2004,automatik,275,a8,150000,11,diesel,audi,nein,3/26/2016 0:00,87439,4/5/2016 18:46
208,3/23/2016 20:39,Peugeot_Bipper_1.4_HDI_TÜV_neu,4444,test,bus,2009,manuell,68,andere,100000,2,diesel,peugeot,nein,3/23/2016 0:00,4177,4/6/2016 1:45
209,3/7/2016 0:52,"Alfa_Romeo_Giulietta_Super_1.4_TB_16V_Klimaaut._Alu_17""_PDC",12350,test,limousine,2015,manuell,120,andere,10000,1,benzin,alfa_romeo,ja,3/6/2016 0:00,56220,3/18/2016 2:16
211,3/19/2016 23:36,Mercedes_Benz_E_280_Tuev_Neu_Top_Zustand__Automatik,2700,control,limousine,1997,automatik,193,e_klasse,125000,3,benzin,mercedes_benz,nein,3/19/2016 0:00,99817,3/21/2016 10:16
212,3/14/2016 19:43,Mercedes_Benz__1Hd.AMG_Felgen__Automatik__Airscarf__Xenon,10310,control,cabrio,2004,automatik,163,slk,150000,7,benzin,mercedes_benz,ja,3/14/2016 0:00,90411,3/28/2016 4:46
214,4/4/2016 16:53,Volkswagen_Passat_Variant_1.9_TDI_Comfortline,1000,test,kombi,1998,manuell,90,passat,150000,10,diesel,volkswagen,nein,4/4/2016 0:00,44145,4/6/2016 19:17
215,3/27/2016 17:37,Mercedes_A_Klasse_140,4500,test,kleinwagen,2005,manuell,82,a_klasse,150000,10,benzin,mercedes_benz,Unknown,3/27/2016 0:00,49090,3/27/2016 17:37
216,3/31/2016 21:49,BMW_325i_Cabrio_Last_Edition_Modell,24000,test,cabrio,1991,manuell,170,3er,150000,3,benzin,bmw,nein,3/31/2016 0:00,86514,4/6/2016 17:17
217,3/28/2016 16:47,Smart_forTwo_limited_1_/_VOLLAUTOMATIK_/_KLIMA_/_EURO4,1550,test,kleinwagen,1999,automatik,54,fortwo,125000,11,benzin,smart,nein,3/28/2016 0:00,45355,4/6/2016 22:15
218,3/24/2016 21:55,Smart_ForTwo_cabrio_mhd_passion_edition_sharpred,9990,test,cabrio,2012,automatik,71,fortwo,40000,6,benzin,smart,nein,3/24/2016 0:00,50999,4/5/2016 18:47
220,3/16/2016 19:57,Audi_A3_1.8_/_Klima_/_Motor_Top_/_Mit_Tuev_2017,750,test,limousine,1997,manuell,125,a3,150000,12,benzin,audi,nein,3/16/2016 0:00,55232,3/16/2016 19:57
221,3/15/2016 23:52,Caddy_Maxi_Life_7_Sitzer_Leder_Vollaus;_Checkheft;_Garagenwagen,13900,control,bus,2009,manuell,140,caddy,90000,5,diesel,volkswagen,nein,3/15/2016 0:00,85435,3/19/2016 4:44
222,3/28/2016 1:37,Audi_A4_Lim._2_0_TFSI_quattro_Tiptronic_S_Line_Navi,7999,test,limousine,2005,automatik,241,a4,150000,7,benzin,audi,nein,3/28/2016 0:00,92648,3/31/2016 17:16
223,3/7/2016 7:57,Bmw_X3_3.0_d_M_Paket_Xenon_Vollausstattung,9900,test,suv,2005,manuell,218,x_reihe,150000,12,diesel,bmw,nein,3/7/2016 0:00,86735,4/5/2016 15:17
224,3/16/2016 12:48,Schoenes_kleines_Auto,650,test,Unknown,2016,manuell,58,twingo,150000,4,benzin,renault,Unknown,3/16/2016 0:00,33428,3/21/2016 13:16
225,3/23/2016 10:49,Mercedes_Benz_A_170_CDI,2750,control,limousine,1999,automatik,90,a_klasse,150000,11,diesel,mercedes_benz,nein,3/23/2016 0:00,86807,4/7/2016 11:16
227,3/27/2016 18:55,BMW_X3_Diesel,18999,control,limousine,2008,manuell,177,3er,80000,12,diesel,bmw,nein,3/27/2016 0:00,87439,4/5/2016 17:21
228,3/16/2016 11:59,Subaru_lagecy_II,999,test,kombi,1997,manuell,120,legacy,150000,6,benzin,subaru,ja,3/16/2016 0:00,1979,4/6/2016 6:16
229,3/23/2016 19:50,Opel_Astra_GTC_1.8,6200,control,coupe,2009,manuell,140,astra,80000,4,benzin,opel,nein,3/23/2016 0:00,60386,4/1/2016 0:18
231,4/3/2016 18:45,Opel_Omega_3.0_V6_Executive,1990,control,limousine,2000,automatik,211,omega,150000,9,benzin,opel,nein,4/3/2016 0:00,50933,4/5/2016 19:15
234,3/23/2016 16:49,Sehr_gepflegter_Mazda_6_Kombi,9850,test,kombi,2008,manuell,170,6_reihe,125000,11,Unknown,mazda,nein,3/23/2016 0:00,45768,4/1/2016 22:47
236,3/29/2016 8:53,Nissan_Patrol_GR_2.8_TurboD,6500,control,suv,2000,manuell,129,andere,150000,4,diesel,nissan,nein,3/29/2016 0:00,52076,4/5/2016 19:16
237,3/17/2016 11:56,Opel_Astra,580,control,limousine,1995,manuell,71,astra,100000,6,benzin,opel,nein,3/17/2016 0:00,32816,4/4/2016 12:46
238,3/17/2016 10:38,Opel_Astra_8fachbreift_2Jahre_Tuev_Alufelgen_vollfahrbreit,1599,test,cabrio,1998,manuell,75,astra,150000,12,benzin,opel,Unknown,3/17/2016 0:00,44793,3/29/2016 21:15
239,3/7/2016 15:50,Audi_A3_2.0_TDI_Sportback_DPF_Ambition,7000,control,kombi,2006,manuell,170,a3,150000,12,diesel,audi,ja,3/7/2016 0:00,7743,3/12/2016 19:46
240,3/15/2016 19:37,LPG_Hyundai_Accent_1_3_Klima_TÜV_8/2017_gruene_Plakette,1090,control,limousine,1999,manuell,75,andere,150000,10,lpg,hyundai,nein,3/15/2016 0:00,9236,4/7/2016 2:16
242,3/28/2016 13:55,sportlicher_BMW_316_TI_Compact,2800,test,limousine,2002,manuell,115,3er,150000,10,benzin,bmw,nein,3/28/2016 0:00,59368,4/6/2016 17:46
244,3/7/2016 20:49,Hundefaenger_Nissan_Sunny_Kastenwagen,1000,test,andere,1996,manuell,54,andere,150000,2,diesel,nissan,Unknown,3/7/2016 0:00,17109,4/5/2016 17:45
245,3/15/2016 14:51,Jeep_AMC_CJ_7_aus_Ersthand,19000,control,suv,1979,manuell,150,andere,80000,4,benzin,jeep,nein,3/15/2016 0:00,31737,4/6/2016 5:16
246,3/11/2016 13:38,Audi_A6_3.0_TDI_DPF_quattro_S_tronic,22999,test,limousine,2011,automatik,204,a6,150000,7,diesel,audi,nein,3/11/2016 0:00,22305,3/12/2016 17:19
247,3/25/2016 19:36,Opel_Astra_Tuev_neu_auch_Tausch_gegen_Pritschenwagen_!,1499,test,limousine,1994,manuell,72,astra,125000,8,benzin,opel,nein,3/25/2016 0:00,66500,4/7/2016 3:16
249,3/10/2016 20:49,Volkswagen_Touran_1.4_TSI_Freestyle,10350,test,bus,2010,manuell,140,touran,100000,4,benzin,volkswagen,nein,3/10/2016 0:00,9471,4/6/2016 8:46
250,3/30/2016 20:57,Mazda_6_Sport_Kombi_2.3_Top,6300,control,kombi,2006,manuell,166,6_reihe,125000,10,benzin,mazda,nein,3/30/2016 0:00,63128,4/5/2016 11:46
252,3/22/2016 12:56,BMW_318d_DPF_E90_Tempomat_Schoene_Optik,8999,control,limousine,2007,manuell,122,3er,150000,5,diesel,bmw,nein,3/22/2016 0:00,41462,4/2/2016 4:16
253,3/27/2016 0:58,Mazda_3_1.6_MZ_CD_DPF_Center_Line,10000,test,limousine,2010,manuell,116,3_reihe,80000,10,diesel,mazda,nein,3/26/2016 0:00,80689,4/7/2016 4:17
255,4/2/2016 17:00,Honda_Civic_Coupe_1.6i,1200,control,coupe,1996,manuell,105,civic,150000,5,benzin,honda,nein,4/2/2016 0:00,58791,4/6/2016 16:46
256,3/30/2016 10:46,Audi_A3_2.0_TDI_Sportback_DPF_quattro_Ambition,18499,test,kombi,2012,manuell,170,a3,70000,1,diesel,audi,nein,3/30/2016 0:00,91301,4/7/2016 1:17
257,4/3/2016 23:38,Renault_Megane_1.6,2600,control,limousine,2004,manuell,113,megane,125000,3,benzin,renault,nein,4/3/2016 0:00,44623,4/6/2016 6:16
258,3/24/2016 15:38,Mercedes_Benz_C_180_Kompressor_Sportcoupe___Sportpaket,6099,test,coupe,2004,manuell,143,c_klasse,150000,5,benzin,mercedes_benz,nein,3/24/2016 0:00,93413,4/7/2016 7:16
259,3/7/2016 11:51,Peugeot_206_CC_110,3500,test,cabrio,2004,manuell,109,2_reihe,125000,6,benzin,peugeot,nein,3/7/2016 0:00,46119,4/7/2016 11:46
260,3/12/2016 9:36,Volkswagen_Lupo_College_1.0_TÜV_neu_!!__Faellig_03/18__in_schwarz,1499,control,kleinwagen,2001,manuell,50,lupo,150000,3,benzin,volkswagen,Unknown,3/12/2016 0:00,24582,3/29/2016 15:46
261,3/7/2016 19:52,Volkswagen_Golf_1.9_TDI_DPF_Goal,7100,control,limousine,2006,manuell,105,golf,150000,7,diesel,volkswagen,nein,3/7/2016 0:00,33739,4/7/2016 12:17
263,3/5/2016 14:24,Renault_Twingo_1.2,699,test,kleinwagen,1999,manuell,58,twingo,150000,12,benzin,renault,ja,3/4/2016 0:00,65201,3/6/2016 10:12
264,4/1/2016 0:46,Seat_Leon_1.6_Stylance,4750,test,limousine,2006,manuell,102,leon,125000,6,benzin,seat,nein,3/31/2016 0:00,44653,4/1/2016 5:40
267,3/10/2016 20:59,Opel_Astra_1.9_CDTI_DPF,4190,test,limousine,2006,manuell,101,astra,150000,4,diesel,opel,nein,3/10/2016 0:00,31785,4/6/2016 9:17
268,3/19/2016 18:47,BMW_X5_xDrive30d,22800,test,limousine,2008,automatik,235,x_reihe,100000,12,diesel,bmw,nein,3/19/2016 0:00,71384,4/7/2016 6:16
269,4/5/2016 23:25,Volkswagen_Golf_Cabrio_1.9_TDI_Highline,3000,control,cabrio,2001,manuell,90,golf,150000,3,diesel,volkswagen,nein,4/5/2016 0:00,61250,4/5/2016 23:25
271,3/13/2016 13:49,Golf_3_Airride___Tief_Carbon_Buegel_BBS_lenso_Deep_Gewinde_,4999,test,kleinwagen,1997,manuell,90,golf,150000,5,benzin,volkswagen,nein,3/13/2016 0:00,58513,4/6/2016 16:16
272,3/15/2016 3:02,BMW_325i_Coupe,10400,test,coupe,2007,manuell,218,3er,70000,5,benzin,bmw,nein,3/15/2016 0:00,59174,4/5/2016 15:45
273,3/24/2016 16:37,Verkaufe_hier_mein_Renault_Senic,650,control,bus,1998,manuell,107,scenic,150000,11,benzin,renault,nein,3/24/2016 0:00,47652,4/7/2016 8:44
275,3/23/2016 19:49,Porsche_911__997__Carrera_S_Cabrio,75600,control,cabrio,2011,automatik,385,911,50000,2,benzin,porsche,nein,3/23/2016 0:00,36286,4/6/2016 7:17
276,3/16/2016 19:54,Ford_Focus_zu_verkaufen,500,test,kleinwagen,2000,manuell,101,focus,150000,3,benzin,ford,ja,3/16/2016 0:00,55765,4/7/2016 5:45
277,3/7/2016 15:42,530__Diesel........,9000,control,limousine,2005,automatik,218,5er,150000,7,diesel,bmw,nein,3/7/2016 0:00,38226,3/14/2016 10:45
278,3/31/2016 11:43,VW_Passat_TDI_Variant__Automatikgetriebe__AHK__Climatronic,500,control,kombi,1997,automatik,110,passat,150000,10,diesel,volkswagen,ja,3/31/2016 0:00,26725,4/6/2016 4:15
281,3/14/2016 19:47,Smart_smart_fortwo_coupe_softouch_passion_micro_hy...,4300,control,kleinwagen,2010,automatik,71,fortwo,70000,9,benzin,smart,nein,3/14/2016 0:00,85049,4/6/2016 5:46
282,3/22/2016 1:36,BMW_X3_xDrive20d_Aut,9000,test,limousine,2015,automatik,190,x_reihe,50000,6,diesel,bmw,nein,3/22/2016 0:00,56858,3/22/2016 7:00
283,3/25/2016 13:40,Gut_erhaltener_Fiesta_BJ_2004_Ideal_fuer_Fuehrerscheinanfaenger,2500,test,kleinwagen,2004,manuell,60,fiesta,40000,12,benzin,ford,ja,3/25/2016 0:00,91550,4/4/2016 14:17
284,3/23/2016 18:55,Ford_Mondeo_3.0_Turnier_V6_ST_220,2500,test,kombi,2003,manuell,226,mondeo,150000,11,benzin,ford,ja,3/23/2016 0:00,91154,3/28/2016 0:17
285,3/24/2016 22:43,Skoda_Fabia_1.6_TDI_DPF_FAMILY,9990,control,kleinwagen,2012,manuell,75,fabia,80000,12,diesel,skoda,nein,3/24/2016 0:00,53518,4/5/2016 17:21
286,3/22/2016 11:40,Opel_Mokka_1.7_CDTI_ecoFLEX_Start/Stop_Innovation,17899,control,suv,2013,manuell,131,andere,70000,1,diesel,opel,nein,3/22/2016 0:00,85586,4/5/2016 23:17
287,3/14/2016 22:48,Fiat_500_0.9_TwinAir_Start&Stopp_Lounge,9500,control,kleinwagen,2013,manuell,86,500,50000,5,benzin,fiat,nein,3/14/2016 0:00,85560,4/6/2016 20:45
289,4/3/2016 18:52,Opel_Corsa_1.3_CDTI__1_Hand___Klima,2850,control,kleinwagen,2007,manuell,75,corsa,150000,12,diesel,opel,nein,4/3/2016 0:00,24143,4/5/2016 19:19
291,3/29/2016 8:54,Lotus_Lotus_Elise_111_R,25990,control,cabrio,2005,manuell,205,Unknown,100000,2,benzin,sonstige_autos,nein,3/29/2016 0:00,56812,4/5/2016 19:16
292,3/5/2016 16:44,BMW_120d_Cabrio_Navi_Leder_Xenon__HIFI__USB__PDC__Sp,16250,control,cabrio,2008,manuell,177,1er,80000,6,diesel,bmw,nein,3/5/2016 0:00,86500,3/22/2016 8:15
294,3/7/2016 18:51,Audi_A4_2.0_TFSI__Standheizung__Xenon_und_Leder,22500,control,limousine,2011,automatik,179,a4,60000,4,benzin,audi,nein,3/7/2016 0:00,38440,3/17/2016 18:45
296,4/2/2016 12:36,Ford_Mondeo,500,test,kombi,2000,manuell,90,mondeo,150000,5,diesel,ford,Unknown,4/2/2016 0:00,33039,4/2/2016 12:36
297,3/10/2016 15:51,Volkswagen_Passat_CC_2.0_TDI_DSG,17399,test,coupe,2010,automatik,140,passat,100000,8,diesel,volkswagen,nein,3/10/2016 0:00,83026,4/5/2016 13:17
298,3/20/2016 11:57,Volkswagen_Golf_1.4_4_tuerig_Tuev_03_/_2018,1490,test,limousine,1999,manuell,75,golf,150000,3,benzin,volkswagen,nein,3/20/2016 0:00,23611,4/6/2016 10:17
299,3/13/2016 22:36,Nissan_Pixo_1.0,3750,control,kleinwagen,2009,manuell,68,andere,50000,9,benzin,nissan,nein,3/13/2016 0:00,88213,3/23/2016 2:50
300,3/20/2016 23:45,Ford_Focus_Turnier_1.6_TDCi_DPF_Ambiente,4200,control,kombi,2010,manuell,109,focus,150000,8,diesel,ford,ja,3/20/2016 0:00,37671,4/7/2016 9:45
301,3/17/2016 10:55,Kia_Carens_1.7_CRDi_Aut._Vision__AHK,16790,test,bus,2013,automatik,136,andere,30000,10,diesel,kia,nein,3/17/2016 0:00,50389,4/6/2016 10:44
302,3/8/2016 23:36,Volkswagen_Passat_CC_2.0_TDI_DSG_//_TÜV_+_Reifen_neu//Xenon,14500,control,coupe,2008,automatik,170,cc,150000,12,diesel,volkswagen,nein,3/8/2016 0:00,10117,3/10/2016 12:44
303,4/5/2016 0:58,Alpina_B10V8__schwarz,7350,control,limousine,1997,automatik,340,5er,150000,10,benzin,bmw,nein,4/5/2016 0:00,71546,4/7/2016 11:15
305,3/10/2016 19:44,Audi_1_8_Turbo,2480,control,limousine,1998,manuell,241,a3,150000,12,benzin,audi,nein,3/10/2016 0:00,90530,3/23/2016 21:18
307,3/26/2016 18:59,Citeron_Berlingo,1950,test,bus,2000,manuell,70,berlingo,150000,7,benzin,citroen,nein,3/26/2016 0:00,70736,3/26/2016 19:41
308,3/11/2016 14:44,Volkswagen_Touran_1.9_TDI_DPF_DSG_Conceptline,7250,control,bus,2006,automatik,105,touran,150000,12,diesel,volkswagen,nein,3/11/2016 0:00,45481,4/7/2016 11:44
309,3/11/2016 20:57,BMW_523i,4500,control,limousine,2000,automatik,170,5er,150000,1,benzin,bmw,nein,3/11/2016 0:00,80689,3/12/2016 12:16
310,3/17/2016 17:44,Bmw_320i_komplett_Orginal_H_Zulassung_moeglich,3990,control,limousine,1986,manuell,129,Unknown,150000,2,benzin,bmw,nein,3/17/2016 0:00,75031,3/17/2016 17:44
311,3/21/2016 18:43,BMW_E46_320_limo_Sport_Packet,2500,test,andere,2002,manuell,170,3er,150000,5,benzin,bmw,nein,3/21/2016 0:00,72297,3/21/2016 18:43
313,3/31/2016 14:57,BMW_740Li_Langversion_Facelift_Modell_V8_306PS_8444_TOP,8444,control,limousine,2005,automatik,306,7er,150000,9,benzin,bmw,Unknown,3/31/2016 0:00,72555,3/31/2016 15:39
314,4/4/2016 16:54,Audi_A4_Avant_2.5_TDI,1250,test,kombi,1999,automatik,150,a4,150000,3,diesel,audi,nein,4/4/2016 0:00,64859,4/4/2016 16:54
315,4/3/2016 2:36,BMW_520i_euro_4,2300,control,limousine,2002,manuell,170,5er,150000,11,Unknown,bmw,nein,4/3/2016 0:00,82110,4/7/2016 9:44
316,3/29/2016 14:53,Mercedes_Benz_ML_270_CDI_top_gepflegt_Vollausstattung,4450,test,suv,2002,manuell,163,m_klasse,150000,3,diesel,mercedes_benz,nein,3/29/2016 0:00,67659,3/29/2016 14:53
317,3/13/2016 17:48,Volkswagen_Touran_2.0_TDI_DPF,13250,control,bus,2010,manuell,140,touran,100000,5,diesel,volkswagen,nein,3/13/2016 0:00,82449,3/20/2016 14:47
319,3/23/2016 22:37,Chevrolet_Epica_2.5_Automatik__LPG/BENZIN_,4350,test,limousine,2007,automatik,156,andere,150000,11,lpg,chevrolet,nein,3/23/2016 0:00,97526,4/6/2016 6:45
321,3/17/2016 23:51,Mercedes_Benz_B180_CDI_/_DPF_/_AUTOTRONIC_/_KLIMA_/_NSW_/_ALU,12400,control,kombi,2009,automatik,109,b_klasse,70000,9,diesel,mercedes_benz,nein,3/17/2016 0:00,48231,4/5/2016 20:47
323,3/10/2016 14:53,Ford_Ka_Top_Zustand,1450,test,kleinwagen,1999,manuell,60,ka,70000,9,benzin,ford,nein,3/10/2016 0:00,74523,4/5/2016 11:49
324,3/9/2016 12:56,Golf_5_xenon_navi_r_lenkrad_18_zoll_MAM_FELGEN,5800,control,limousine,2006,manuell,140,golf,150000,10,diesel,volkswagen,nein,3/9/2016 0:00,42853,3/15/2016 13:17
325,3/27/2016 14:50,Volvo_S40_1.6D_DPF_Turbo_TÜV_ALLE_Bremsen_gerade_NEU!!,5290,control,limousine,2006,manuell,109,andere,150000,4,diesel,volvo,nein,3/27/2016 0:00,33739,4/7/2016 11:45
326,4/2/2016 16:37,Volkswagen_Polo_1.4_United,5980,control,kleinwagen,2008,manuell,80,polo,100000,12,benzin,volkswagen,nein,4/2/2016 0:00,40476,4/6/2016 15:17
328,3/26/2016 16:46,Seat_Ibiza_1.4,2500,control,kleinwagen,2006,manuell,75,ibiza,150000,6,benzin,seat,nein,3/26/2016 0:00,73635,3/26/2016 16:46
330,3/19/2016 10:52,BMW_116i__Tempomat_Sitzheitzung_Klima_,7600,test,limousine,2008,manuell,122,1er,125000,7,benzin,bmw,nein,3/19/2016 0:00,59075,3/21/2016 14:45
331,3/11/2016 9:55,Opel_Vectra_1.6_Bel_Air__Automatik__TOP_Zustand!,2000,control,limousine,1998,automatik,101,vectra,125000,7,benzin,opel,nein,3/11/2016 0:00,64850,3/19/2016 15:21
332,3/26/2016 14:39,Mercedes_Benz_C_200_T_CDI_Automatik,4750,control,kombi,2004,automatik,122,c_klasse,150000,7,diesel,mercedes_benz,nein,3/26/2016 0:00,46045,4/6/2016 2:17
334,3/11/2016 7:58,Chevrolet_Captiva_ltz_+_2_2_4Wd_Diesel,18750,test,suv,2013,manuell,185,captiva,50000,3,diesel,chevrolet,nein,3/11/2016 0:00,1328,4/6/2016 9:16
335,3/7/2016 12:52,Citroën_C3_1.4_Confort,3100,test,kleinwagen,2007,manuell,73,c3,125000,7,benzin,citroen,nein,3/7/2016 0:00,50259,3/18/2016 3:18
336,3/30/2016 0:59,Volkswagen_Passat_Variant_1.9_TDI,5600,test,kombi,2004,manuell,131,passat,125000,4,diesel,volkswagen,nein,3/30/2016 0:00,74360,4/6/2016 22:45
338,3/14/2016 21:37,Mercedes_Benz_E350_7_G_Tronic__AMG_Sportpaket,14500,test,kombi,2010,automatik,265,e_klasse,150000,10,diesel,mercedes_benz,nein,3/14/2016 0:00,60386,4/6/2016 23:16
339,4/4/2016 22:41,Volkswagen_Golf_1.6_FSI_Automatik_Klima_PDC_Trendline,6300,test,limousine,2005,automatik,116,golf,80000,1,benzin,volkswagen,nein,4/4/2016 0:00,12305,4/7/2016 1:16
340,4/2/2016 16:50,Fiat_Stilo_1.2_16V_Tuev_07/2017__6_Gang,1290,control,limousine,2004,manuell,80,stilo,150000,2,benzin,fiat,nein,4/2/2016 0:00,88471,4/2/2016 16:50
341,3/14/2016 19:41,Audi_A3_1.6_Attraction,6490,control,limousine,2003,manuell,102,a3,50000,9,benzin,audi,nein,3/14/2016 0:00,21717,4/6/2016 4:17
342,4/2/2016 22:50,Jeep_Willys___der_eînzig_wahre_Ur_JEEP___M201,20980,test,suv,1962,manuell,60,andere,30000,1,benzin,jeep,nein,4/2/2016 0:00,97070,4/6/2016 23:46
343,3/9/2016 21:25,Volkswagen_Golf_1.6_Highline_Klima,750,test,limousine,1999,manuell,101,golf,150000,12,benzin,volkswagen,nein,3/9/2016 0:00,65719,4/5/2016 19:46
344,3/22/2016 21:53,Volkswagen_Golf_1.6_FSI_Comfortline,2850,control,limousine,2004,manuell,116,golf,150000,4,benzin,volkswagen,ja,3/22/2016 0:00,44388,3/27/2016 1:15
345,3/20/2016 19:51,Toyota_Mr2_Turbo_Gen3,8500,test,coupe,1994,manuell,300,Unknown,150000,3,benzin,toyota,nein,3/20/2016 0:00,7745,3/28/2016 21:45
346,4/4/2016 20:37,Fiat_punto_s_Cabrio,650,control,cabrio,1997,manuell,60,punto,150000,6,benzin,fiat,Unknown,4/4/2016 0:00,58452,4/4/2016 20:37
347,3/16/2016 0:58,Abarth_SUPERSPORT_180LE,4500,test,coupe,2012,manuell,179,Unknown,50000,11,benzin,sonstige_autos,nein,3/15/2016 0:00,30173,3/16/2016 8:45
348,3/20/2016 20:50,Trafic_1.9_dCi_L1H1Tuev_09/2017,3550,test,bus,2006,manuell,101,andere,150000,3,diesel,renault,nein,3/20/2016 0:00,45127,3/20/2016 20:50
349,3/15/2016 10:51,Ford_Transit_connect/_VW_Polo_2_Autos_ein_Preis_1550.Euro,800,control,bus,2000,manuell,80,transit,150000,4,diesel,ford,Unknown,3/15/2016 0:00,79650,3/21/2016 5:46
352,3/11/2016 11:38,Skoda_Felix_55000_km_TÜV_2018,500,control,kleinwagen,1996,manuell,55,andere,60000,10,Unknown,skoda,Unknown,3/11/2016 0:00,6217,3/14/2016 6:46
354,3/30/2016 15:57,Mercedes_Benz_A_180_CDI,4200,test,limousine,2005,manuell,109,a_klasse,150000,2,diesel,mercedes_benz,nein,3/30/2016 0:00,41179,4/7/2016 7:15
355,3/28/2016 19:37,Volkswagen_Polo_1.2_TDI_Life,12900,control,kleinwagen,2013,manuell,75,polo,125000,8,diesel,volkswagen,nein,3/28/2016 0:00,25335,4/7/2016 1:45
356,4/2/2016 11:38,Trabant_P_601_A___Kuebel,6200,test,coupe,1982,manuell,26,601,80000,7,benzin,trabant,nein,4/2/2016 0:00,2627,4/6/2016 9:16
358,3/19/2016 17:48,BMW_325d_Coupe_Aut.,19690,control,coupe,2010,automatik,197,3er,150000,3,diesel,bmw,nein,3/19/2016 0:00,97072,4/7/2016 4:44
360,3/29/2016 20:38,Volkswagen_Passat_Variant_2.0_TDI_DSG_BlueMotion_Techno...,9999,test,kombi,2011,automatik,140,passat,150000,6,diesel,volkswagen,nein,3/29/2016 0:00,68309,4/6/2016 6:45
361,3/23/2016 13:48,Audi_80_B4,855,test,limousine,1992,manuell,90,Unknown,150000,7,benzin,audi,nein,3/23/2016 0:00,48565,3/30/2016 23:17
363,3/22/2016 17:50,Toyota_Supra_3.0_Turbo,7800,control,coupe,1995,automatik,224,andere,150000,5,benzin,toyota,nein,3/22/2016 0:00,25377,4/6/2016 9:17
365,3/20/2016 11:56,Opel_Corsa_*28.000Km_!_*Klima*1.Hand*Scheckheft*TÜV+Service_NEU*,4390,test,kleinwagen,2002,manuell,58,corsa,30000,9,benzin,opel,nein,3/20/2016 0:00,59192,4/2/2016 12:18
366,3/9/2016 18:53,Renault_R_5,600,test,kleinwagen,1987,manuell,45,andere,90000,12,benzin,renault,nein,3/9/2016 0:00,86551,3/10/2016 4:46
367,3/24/2016 16:56,Volkswagen_Golf_1.6_HU_10/2016,1199,control,limousine,1998,manuell,101,golf,150000,5,benzin,volkswagen,nein,3/24/2016 0:00,87700,4/7/2016 10:17
368,3/12/2016 21:38,Skoda_Rapid_Spaceback_1.6_TDI_Style+,18990,test,kombi,2014,manuell,105,andere,40000,8,diesel,skoda,nein,3/12/2016 0:00,8060,3/16/2016 5:19
369,3/27/2016 0:57,Mercedes_Benz,4450,test,limousine,2002,manuell,150,Unknown,150000,9,diesel,mercedes_benz,Unknown,3/26/2016 0:00,28207,4/1/2016 7:18
370,3/11/2016 16:52,Renault_Master_2.5_dti,4300,test,bus,2007,manuell,120,Unknown,150000,10,diesel,renault,nein,3/11/2016 0:00,37154,3/12/2016 6:46
371,3/25/2016 15:55,Volkswagen_Golf_1.4,1000,test,limousine,1999,manuell,75,golf,80000,2,benzin,volkswagen,ja,3/25/2016 0:00,82140,4/6/2016 20:16
372,4/4/2016 22:48,BMW_530d_Touring__mit_absoluter_Vollausstattung,9800,test,kombi,2004,automatik,218,5er,150000,11,diesel,bmw,nein,4/4/2016 0:00,84030,4/7/2016 1:45
373,3/15/2016 21:37,BMW_X5_xDrive40d_Pano_Head_Up_komfortsitze_scheckhef,26999,control,limousine,2011,automatik,306,x_reihe,150000,9,diesel,bmw,nein,3/15/2016 0:00,14059,3/23/2016 8:46
374,3/29/2016 17:41,Opel_Astra_PKW_Auto_Rot,700,control,limousine,1998,manuell,75,astra,150000,9,benzin,opel,nein,3/29/2016 0:00,52156,4/6/2016 3:16
375,4/2/2016 1:36,Honda_Crx_del_sol__VTI_Targa,8900,test,cabrio,1993,manuell,160,cr_reihe,150000,1,benzin,honda,nein,4/2/2016 0:00,7407,4/6/2016 6:17
